,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
42754,To attend various meetings,2018-07-03,2018-07-03,"Montréal, Quebec, Canada",0.0,88.11,0.0,19.2,0.0,107.31,Updated information received in Q3 of 2018/19
42762,Accompany the Minister,2018-08-20,2018-08-22,"Vancouver, British Columbia, Canada",1381.74,34.33,339.58,134.95,0.0,1890.6,Updated information received in Q3 of 2018/19
42773,Accompany the Minister,2018-06-18,2018-06-18,"Montréal, Quebec, Canada",0.0,150.86,0.0,38.65,0.0,189.51,Updated information received in Q3 of 2018/19
42784,To attend in person meetings with the Minister,2018-08-31,2018-08-31,"Toronto, Ontario, Canada",875.94,67.75,0.0,19.2,0.0,962.89,Updated information received in Q3 of 2018/19
42786,To attend Future Skills Meeting at Minister's Regional Office,2018-08-31,2018-08-31,"Toronto, Ontario, Canada",828.48,72.91,0.0,104.1,0.0,1005.49,Updated information received in Q3 of 2018/19
42790,To attend business meetings with temporary foreign workers program,2018-06-21,2018-06-23,"Richmond, British Columbia, Canada",749.86,0.0,0.0,177.35,0.0,927.21,Updated information received in Q3 of 2018/19
42796,To attend meetings with regional management,2018-08-12,2018-08-15,"Vancouver, British Columbia, Canada",754.48,119.86,883.46,377.75,0.0,2135.55,Updated information received in Q3 of 2018/19
42798,To attend the 14th Global Conference on Ageing,2018-08-07,2018-08-09,"Toronto, Ontario, Canada",838.63,148.54,397.22,169.8,0.0,1554.19,Updated information received in Q3 of 2018/19
42800,To attend meeting with regional staff,2018-11-15,2018-11-17,"Toronto, Ontario, Canada",329.83,45.84,198.61,174.7,62.16,811.14,Updated information received in Q3 of 2018/19
42806,To attend meeting with the Indigenous Skills and Employment Training Program,2018-07-09,2018-07-12,"Edmonton, Alberta, Canada",782.14,179.38,370.5,275.55,0.0,1607.57,Updated information received in Q3 of 2018/19
42821,To meet with International Union of Operating Engineers; To make an announcement on Essential Skills; To make keynote speech at Teamsters conference; To attend a meeting on Temporary Foreign Workers and Caregivers,2018-09-17,2018-09-19,"Vancouver, British Columbia, Canada",1052.42,0.0,561.66,106.25,0.0,1720.33,The airfare amount is net of a travel credit of $349.78
42824,For Canada Summer Jobs consultations; For Future Skills Centre interviews,2018-08-31,2018-08-31,"Toronto, Ontario, Canada",472.68,0.0,0.0,38.65,0.0,511.33,Updated information received in Q3 of 2018/19
42832,Accompany the Minister,2018-08-31,2018-08-31,"Toronto, Ontario, Canada",532.57,105.68,0.0,86.8,0.0,725.05,Updated information received in Q3 of 2018/19
42843,To attend departmental briefings,2018-06-26,2018-06-28,"Ottawa, Ontario, Canada",1482.3,0.0,0.0,0.0,0.0,1482.3,Updated information received in Q3 of 2018/19
42845,Accompany the Minister,2018-08-31,2018-08-31,"Toronto, Ontario, Canada",523.53,43.31,0.0,86.8,0.0,653.64,Updated information received in Q3 of 2018/19
42846,Accompany the Minister,2018-10-31,2018-11-01,"Toronto, Ontario, Canada",872.7,71.73,278.52,90.1,0.0,1313.05,Trip amendment from Q3 of 2018/19
42853,Accompany the Minister,2018-09-17,2018-09-19,"Vancouver, British Columbia, Canada",612.43,0.0,561.66,154.15,0.0,1328.24,The airfare amount is net of a travel credit of $982.81
42861,Visit regional office and meetings with stakeholders,2018-03-05,2018-03-06,"Toronto, Ontario, Canada",1487.57,156.0,258.77,121.55,0.0,2023.89,Updated information received in Q3 of 2018/19
42864,To attend events,2018-05-29,2018-05-30,"Toronto, Ontario, Canada",795.86,0.0,278.52,87.0,0.0,1161.38,Updated information received in Q3 of 2018/19
42865,To attend events,2018-05-16,2018-05-17,"Vancouver, British Columbia, Canada",2291.51,71.7,233.83,125.45,0.0,2722.49,Updated information received in Q3 of 2018/19
42866,To attend events,2018-04-12,2018-04-13,"Vancouver, British Columbia, Canada",1337.96,0.0,0.0,85.35,0.0,1423.31,Updated information received in Q3 of 2018/19
42872,To attend Seniors stakeholder meetings,2018-08-09,2018-08-10,"Montréal, Quebec, Canada",779.5,129.95,391.52,67.6,0.0,1368.57,Updated information received in Q3 of 2018/19
42873,To attend Ministerial meetings,2018-08-06,2018-08-06,"Ottawa, Ontario, Canada",443.13,129.95,0.0,0.0,0.0,573.08,Updated information received in Q3 of 2018/19
42874,To attend Ministerial briefings,2018-08-01,2018-08-02,"Ottawa, Ontario, Canada",719.02,259.9,0.0,0.0,0.0,978.92,Updated information received in Q3 of 2018/19
42883,Accompany the Minister,2018-08-19,2018-08-21,"Victoria, British Columbia, Canada",1360.31,140.14,484.42,192.8,0.0,2177.67,Updated information received in Q3 of 2018/19
42887,Cancelled trip,2018-05-02,2018-05-04,"Halifax, Nova Scotia, Canada",935.57,0.0,0.0,0.0,0.0,935.57,"Updated information received in Q3 of 2018/19

Credit has been issued for future trip"
42889,Accompany the Minister,2018-08-09,2018-08-10,"Montréal, Quebec, Canada",0.0,256.13,0.0,67.6,0.0,323.73,Updated information received in Q3 of 2018/19
42890,To brief the Minister,2018-07-29,2018-07-30,"Hamilton, Ontario, Canada",0.0,662.74,153.12,134.95,0.0,950.81,Updated information received in Q3 of 2018/19
42891,To make announcements,2018-11-12,2018-11-13,"Halifax, Nova Scotia, Canada",1289.96,60.0,163.05,109.95,0.0,1622.96,Updated information received in Q4 of 2018/19
42897,To make announcments,2018-07-04,2018-07-04,"Montréal, Quebec, Canada",0.0,0.0,0.0,67.35,0.0,67.35,Updated information received in Q4 of 2018/19
42903,Accompany the Minister,2018-10-25,2018-10-26,"Toronto, Ontario, Canada",836.54,132.68,0.0,80.2,0.0,1049.42,Updated information received in Q4 of 2018/19
42907,Accompany the Minister,2018-08-20,2018-08-26,"Vancouver, British Columbia, Canada",1597.12,92.1,339.58,86.8,0.0,2115.6,Updated information received in Q4 of 2018/19
42911,Accompany the Minister,2018-11-12,2018-11-13,"Halifax, Nova Scotia, Canada",595.89,0.0,163.05,90.1,0.0,849.04,Updated information received in Q4 of 2018/19
42918,Accompany the Minister,2018-11-22,2018-11-22,"Toronto, Ontario, Canada",756.31,134.16,0.0,90.1,0.0,980.57,Updated information received in Q4 of 2018/19
42924,Accompany the Minister,2018-11-22,2018-11-22,"Toronto, Ontario, Canada",787.95,0.0,0.0,90.1,0.0,878.05,Updated information received in Q4 of 2018/19
42925,To attend a meeting with department officials,2018-09-25,2018-09-25,"Toronto, Ontario, Canada",701.49,0.0,0.0,86.8,0.0,788.29,Updated information received in Q4 of 2018/19
42927,Accompany the Minister,2018-11-07,2018-11-07,"Toronto, Ontario, Canada",703.19,0.0,0.0,0.0,0.0,703.19,Updated information received in Q4 of 2018/19
42928,Accompany the Minister,2018-11-28,2018-11-29,"Vancouver, British Columbia, Canada",2035.17,141.09,0.0,90.5,0.0,2266.76,"Updated information received in Q4 of 2018/19

Credit of $381.86 has been issued for future trip "
42930,Accompany the Minister,2018-11-12,2018-11-13,"Halifax, Nova Scotia, Canada",1032.07,191.25,163.05,90.1,0.0,1476.47,Updated information received in Q4 of 2018/19
42932,Cancelled trip,2018-08-15,2018-08-15,"Montréal, Quebec, Canada",419.12,0.0,0.0,0.0,0.0,419.12,"Updated information received in Q4 of 2018/19

Credit has been issued for future trip"
42936,To attend the Canada Mortgage and Housing Corporation Board meeting,2018-11-27,2018-11-28,"Toronto, Ontario, Canada",367.79,25.0,0.0,74.7,0.0,467.49,Updated information received in Q4 of 2018/19
42949,To attend Canada Pension Plan Disability Roundtable Meeting; To attend meetings with stakeholders,2018-11-20,2018-11-22,"Toronto, Ontario, Canada",640.53,241.14,383.05,79.8,0.0,1344.52,Updated information received in Q4 of 2018/19
42951,To attend the Organisation for Economic Co-operation and Development’s Social Policy Forum,2018-05-13,2018-05-14,"Montréal, Quebec, Canada",0.0,277.06,260.61,54.05,0.0,591.72,Updated information received in Q4 of 2018/19
42954,To attend the National Conference on Ending Homelessness ,2017-10-24,2017-10-26,"Winnipeg, Manitoba, Canada",936.63,168.5,404.42,264.95,0.0,1774.5,Updated information received in Q4 of 2018/19
42956,To attend meetings with stakeholders,2018-11-27,2018-11-28,"Toronto, Ontario, Canada",536.85,47.0,190.19,160.35,0.0,934.39,Updated information received in Q4 of 2018/19
42972,Cancelled trip,2018-09-13,2018-09-14,"Saskatoon, Saskatchewan, Canada",358.18,0.0,0.0,0.0,0.0,358.18,"Credit of $214.08 has been issued for future trip

Updated information received in Q4 of 2018/19"
42980,Visit regional office,2018-11-14,2018-11-14,"Montréal, Quebec, Canada",0.0,212.26,0.0,90.1,0.0,302.36,Updated information received in Q4 of 2018/19
42992,Meeting with stakeholders; To visit New Horizons for Seniors Program projects,2018-11-28,2018-11-29,"Halifax, Nova Scotia, Canada",1268.2,0.0,143.11,140.1,0.0,1551.41,Updated information received in Q4 of 2018/19
42995,To attend the International Federation on Ageing Conference,2018-08-07,2018-08-08,"Toronto, Ontario, Canada",406.97,185.2,421.9,38.65,0.0,1052.72,Updated information received in Q4 of 2018/19
42998,To attend meetings,2018-11-13,2018-11-15,"Hamilton, Ontario, Canada",0.0,693.35,0.0,180.2,0.0,873.55,Updated information received in Q4 of 2018/19
42999,Accompany the Minister,2018-09-11,2018-09-13,"Saskatoon, Saskatchewan, Canada",1283.55,256.76,329.28,244.7,0.0,2114.29,Updated information received in Q4 of 2018/19
43004,Accompany the Minister,2018-10-28,2018-10-29,"Toronto, Ontario, Canada",696.42,136.56,221.05,110.35,33.72,1198.1,Updated information received in Q4 of 2018/19
43009,Accompany the Minister,2019-01-29,2019-01-30,"Toronto, Ontario, Canada",549.4,128.93,264.42,90.1,0.0,1032.85,"Amendment from a trip occured in Q4 2018-19, due to credit received in P6 of 2020/21

The airfare amount is net of a travel credit of $245.17"
43011,Accompany the Minister,2018-11-28,2018-11-29,"Halifax, Nova Scotia, Canada",1268.2,0.0,166.57,140.1,0.0,1574.87,Updated information received in Q4 of 2018/19
43013,Accompany the Minister,2018-11-08,2018-11-09,"Montréal, Quebec, Canada",0.0,265.77,0.0,140.1,0.0,405.87,Updated information received in Q4 of 2018/19
43015,Accompany the Minister,2018-08-07,2018-08-08,"Toronto, Ontario, Canada",830.89,68.8,421.9,38.65,0.0,1360.24,Updated information received in Q4 of 2018/19
43017,Cancelled trip,2018-11-16,2018-11-16,"Halifax, Nova Scotia, Canada",787.92,41.05,0.0,90.1,0.0,919.07,Updated information received in Q4 of 2018/19
43025,To attend meetings ,2018-10-21,2018-10-25,"Victoria, British Columbia, Canada",1568.16,224.1,594.0,389.5,0.0,2775.76,Updated information received in Q4 of 2018/19
43027,To attend in-person business meeting at National Headquarters ,2018-11-15,2018-11-16,"Ottawa, Ontario, Canada",0.0,691.53,233.86,214.8,0.0,1140.19,Updated information received in Q4 of 2018/19
43028,To attend in-person business meeting at National Headquarters ,2018-11-06,2018-11-07,"Ottawa, Ontario, Canada",0.0,703.91,233.86,214.8,0.0,1152.57,Updated information received in Q4 of 2018/19
43032,Cancelled trip ,2018-11-05,2018-11-07,"Ottawa, Ontario, Canada",787.58,0.0,0.0,0.0,0.0,787.58,Updated information received in Q4 of 2018/19
43037,To attend Assistant Deputy Minister committee meetings,2018-03-01,2018-03-01,"Toronto, Ontario, Canada",587.29,160.18,0.0,85.35,0.0,832.82,Updated information received in Q4 of 2018/24
43046,Cancelled trip,2018-03-20,2018-03-22,"Vancouver, British Columbia, Canada",258.69,0.0,0.0,0.0,0.0,258.69,Updated information received in Q4 of 2018/19
43047,To attend a conference,2018-11-04,2018-11-05,"Toronto, Ontario, Canada",481.2,30.0,161.23,90.1,0.0,762.53,Updated information received in Q4 of 2018/19
43048,To make announcements,2018-09-25,2018-09-26,"Toronto, Ontario, Canada",739.36,0.0,133.97,125.45,0.0,998.78,Updated information received in Q4 of 2018/19
43050,Accompany the Minister,2018-11-22,2018-11-22,"Toronto, Ontario, Canada",765.35,93.08,0.0,90.1,0.0,948.53,Updated information received in Q4 of 2018/19
43054,Cancelled trip,2018-11-07,2018-11-07,"Toronto, Ontario, Canada",777.78,0.0,0.0,0.0,0.0,777.78,Updated information received in Q1 of 2019/20
43059,Accompany the Minister on Budget Tour,2018-02-28,2018-03-02,"Winnipeg, Manitoba, Canada",3028.36,102.0,418.46,236.95,0.0,3785.77,Updated information received in Q1 of 2018/19
43062,To attend meetings at Dalhousie University as DM Champion,2018-10-11,2018-10-14,"Halifax, Nova Scotia, Canada",670.42,0.0,50.0,104.85,0.0,825.27,Updated information received in Q1 of 2019/20
43063,Accompany the Minister on Employment Insurance announcement,2018-11-28,2018-12-02,"Vancouver, British Columbia, Canada",1667.28,0.0,0.0,70.25,0.0,1737.53,Updated information received in Q1 of 2019/20
43064,Accompany the Minister,2018-11-28,2018-11-29,"Halifax, Nova Scotia, Canada",1221.78,75.6,143.11,140.1,0.0,1580.59,Updated information received in Q1 of 2019/20
43065,To attend meetings,2019-02-10,2019-02-11,"Toronto, Ontario, Canada",254.64,365.75,193.91,174.7,0.0,989.0,Updated information received in Q1 of 2019/20
43066,To attend meetings,2019-01-28,2019-01-28,"Montréal, Quebec, Canada",0.0,230.77,0.0,19.85,0.0,250.62,Updated information received in Q1 of 2019/20
43067,To make announcements on Canada Summer jobs,2018-12-16,2018-12-17,"Toronto, Ontario, Canada",777.77,22.0,180.98,40.1,0.0,1020.85,Updated information received in Q1 of 2019/20
43068,To attend the fair wages roundtable,2019-02-11,2019-02-12,"Edmonton, Alberta, Canada",1337.61,85.17,178.94,144.95,0.0,1746.67,Updated information received in Q1 of 2019/20
43069,To attend meetings with Stakeholders,2019-01-31,2019-02-01,"Hamilton, Ontario, Canada",0.0,650.15,0.0,90.1,0.0,740.25,Updated information received in Q1 of 2019/20
43070,To attend meetings with Stakeholders,2019-01-21,2019-01-22,"Hamilton, Ontario, Canada",0.0,652.98,0.0,180.2,0.0,833.18,Updated information received in Q1 of 2019/20
43074,"To attend an event hosted by ""Observatoire Québécois des Inégalités""",2019-04-28,2019-04-29,"Montréal, Quebec, Canada",508.64,0.0,236.82,50.65,0.0,796.11,Updated information received in Q1 of 2019/20
43076,To make an announcement on Housing,2019-04-11,2019-04-11,"Montréal, Quebec, Canada",0.0,0.0,0.0,40.6,0.0,40.6,Updated information received in Q1 of 2019/20
43077,To make an announcement on Housing,2019-04-05,2019-04-05,"Toronto, Ontario, Canada",716.51,0.0,0.0,50.65,0.0,767.16,Updated information received in Q1 of 2019/20
43078,To make announcement on Seniors and meet with stakeholders,2019-03-27,2019-03-28,"Toronto, Ontario, Canada",794.57,30.0,126.44,90.1,0.0,1041.11,Updated information received in Q1 of 2019/20
43082,To make an announcement on Employment Insurance Parental Sharing Leave,2019-02-17,2019-02-18,"Toronto, Ontario, Canada",1544.28,0.0,194.63,140.1,0.0,1879.01,Updated information received in Q1 of 2019/20
43084,To make an announcement on Housing,2018-11-22,2018-11-22,"Toronto, Ontario, Canada",1426.82,65.0,0.0,69.85,0.0,1561.67,"Updated information received in Q1 of 2019/20

Credit of $402.42 has been issued for future trip"
43085,To make an announcement on the Rental Construction Financing initiative,2019-01-22,2019-01-23,"Winnipeg, Manitoba, Canada",254.64,0.0,152.54,159.95,0.0,567.13,"Updated information received in Q1 of 2019/20

A credit has been applied to the Airfare"
43088,To make an announcement on Social Innovation and Social Finance,2018-12-16,2018-12-17,"Toronto, Ontario, Canada",995.93,30.0,180.98,90.1,0.0,1297.01,Updated information received in Q1 of 2019/20
43089,"To make announcements on Social Innovation and Social Finance, on Employment Insurance Caregivers",2018-11-28,2018-11-29,"Vancouver, British Columbia, Canada",1456.96,30.0,280.01,90.1,0.0,1857.07,Updated information received in Q1 of 2019/20
43102,Accompany the Minister on Seniors announcement,2019-03-27,2019-03-28,"Toronto, Ontario, Canada",675.92,157.75,126.44,90.1,0.0,1050.21,Updated information received in Q1 of 2019/20
43103,Accompany the Minister on Housing & Employment Insurance Parental Sharing announcements,2019-03-13,2019-03-17,"Toronto, Ontario, Canada",684.96,271.35,0.0,230.2,0.0,1186.51,Updated information received in Q1 of 2019/20
43104,Accompany the Minister on Housing announcement,2019-02-07,2019-02-18,"Toronto, Ontario, Canada",1164.08,296.48,0.0,130.2,0.0,1590.76,Updated information received in Q1 of 2019/20
43106,Cancelled trip,2019-04-24,2019-04-24,"Saskatoon, Saskatchewan, Canada",0.0,0.0,156.45,0.0,0.0,156.45,Updated information received in Q1 of 2019/20
43111,"Drive the Minister to attend a Conference hosted by ""Observatoire Québécois des Inégalités""",2019-04-28,2019-04-29,"Montréal, Quebec, Canada",0.0,26.5,236.82,71.15,0.0,334.47,Updated information received in Q1 of 2019/20
43112,Drive the Minister for a Housing announcement and other meetings,2019-04-11,2019-04-11,"Montréal, Quebec, Canada",0.0,0.0,0.0,91.25,0.0,91.25,Updated information received in Q1 of 2019/20
